Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,1,61176,130435,Alameda,Fremont Unified,Vista Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,7,12,151,61,40.40%,63,41.70%,147,59,40.10%,61,41.50%,Y
2021-2022,1,61176,6000848,Alameda,Fremont Unified,Warm Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,3,6,1273,104,8.20%,109,8.60%,1273,104,8.20%,109,8.60%,Y
2021-2022,1,61176,6089619,Alameda,Fremont Unified,Warwick Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,789,94,11.90%,101,12.80%,780,94,12.10%,101,12.90%,Y
2021-2022,1,61176,138693,Alameda,Fremont Unified,Washington High,Unified School District,High Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,9,12,1939,462,23.80%,498,25.70%,1890,441,23.30%,477,25.20%,Y
2021-2022,1,61176,6056923,Alameda,Fremont Unified,William Hopkins Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,940,89,9.50%,91,9.70%,940,89,9.50%,91,9.70%,Y
2021-2022,1,61176,127233,Alameda,Fremont Unified,Young Adult Program,Unified School District,Special Education Schools (Public),Special Education School,N/A,N,N/A,N/A,N,9,12,31,5,16.10%,6,19.40%,1,0,0.00%,0,0.00%,Y
2021-2022,1,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,462,219,47.40%,256,55.40%,462,219,47.40%,256,55.40%,Y
2021-2022,1,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,283,146,51.60%,166,58.70%,283,146,51.60%,166,58.70%,Y
2021-2022,1,61192,133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N,N/A,N/A,N,9,12,156,86,55.10%,88,56.40%,110,60,54.50%,62,56.40%,Y
2021-2022,1,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,552,275,49.80%,306,55.40%,552,275,49.80%,306,55.40%,Y
2021-2022,1,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,812,371,45.70%,445,54.80%,798,366,45.90%,438,54.90%,Y
2021-2022,1,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,514,313,60.90%,344,66.90%,514,313,60.90%,344,66.90%,Y
2021-2022,1,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,733,424,57.80%,444,60.60%,720,417,57.90%,437,60.70%,Y
2021-2022,1,61192,0,Alameda,Hayward Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,58,18,31.00%,18,31.00%,3,1,33.30%,1,33.30%,Y
2021-2022,1,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,438,192,43.80%,210,47.90%,438,192,43.80%,210,47.90%,Y
2021-2022,1,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,487,180,37.00%,207,42.50%,481,179,37.20%,205,42.60%,Y
2021-2022,1,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,289,149,51.60%,161,55.70%,289,149,51.60%,161,55.70%,Y
2021-2022,1,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,478,219,45.80%,251,52.50%,464,213,45.90%,242,52.20%,Y
2021-2022,1,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,8,124,64,51.60%,67,54.00%,124,64,51.60%,67,54.00%,Y
2021-2022,1,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,455,288,63.30%,305,67.00%,455,288,63.30%,305,67.00%,Y
2021-2022,1,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,517,313,60.50%,352,68.10%,517,313,60.50%,352,68.10%,Y
2021-2022,1,61192,133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,9,12,1646,721,43.80%,776,47.10%,1619,710,43.90%,764,47.20%,Y
2021-2022,1,61192,127944,Alameda,Hayward Unified,Hayward Twin Oaks Montessori,Unified School District,K-12 Schools (Public),Traditional,Not Participating,Y,1543,Directly funded,Y,1,12,488,153,31.40%,175,35.90%,487,153,31.40%,175,35.90%,Y
2021-2022,1,61192,137646,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,836,Directly funded,Y,6,12,826,360,43.60%,496,60.00%,824,359,43.60%,495,60.10%,Y
2021-2022,1,61192,127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,1514,Directly funded,Y,K,8,561,312,55.60%,395,70.40%,552,307,55.60%,388,70.30%,Y
2021-2022,1,61192,108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Y,684,Directly funded,Y,9,12,596,197,33.10%,240,40.30%,587,196,33.40%,238,40.50%,Y
2021-2022,1,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,475,272,57.30%,300,63.20%,467,267,57.20%,295,63.20%,Y
2021-2022,1,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,350,144,41.10%,164,46.90%,350,144,41.10%,164,46.90%,Y
2021-2022,1,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,713,353,49.50%,399,56.00%,713,353,49.50%,399,56.00%,Y
2021-2022,1,61192,135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,9,12,1941,788,40.60%,917,47.20%,1901,778,40.90%,905,47.60%,Y
2021-2022,1,61192,1,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,18,45.00%,19,47.50%,27,14,51.90%,15,55.60%,Y
2021-2022,1,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,492,236,48.00%,263,53.50%,492,236,48.00%,263,53.50%,Y
2021-2022,1,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,465,283,60.90%,307,66.00%,456,278,61.00%,302,66.20%,Y
2021-2022,1,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,395,207,52.40%,224,56.70%,382,200,52.40%,217,56.80%,Y
2021-2022,1,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,672,362,53.90%,404,60.10%,659,354,53.70%,396,60.10%,Y
2021-2022,1,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,626,230,36.70%,266,42.50%,615,229,37.20%,264,42.90%,Y
2021-2022,1,61192,111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,639,250,39.10%,262,41.00%,639,250,39.10%,262,41.00%,Y
2021-2022,1,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,362,186,51.40%,199,55.00%,362,186,51.40%,199,55.00%,Y
2021-2022,1,61192,138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,9,12,1469,816,55.50%,885,60.20%,1413,780,55.20%,848,60.00%,Y
2021-2022,1,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,374,195,52.10%,211,56.40%,374,195,52.10%,211,56.40%,Y
2021-2022,1,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,546,352,64.50%,359,65.80%,546,352,64.50%,359,65.80%,Y
2021-2022,1,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,512,301,58.80%,326,63.70%,512,301,58.80%,326,63.70%,Y
2021-2022,1,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,563,59,10.50%,63,11.20%,547,57,10.40%,61,11.20%,Y
2021-2022,1,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,624,119,19.10%,121,19.40%,624,119,19.10%,121,19.40%,Y
2021-2022,1,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,592,104,17.60%,109,18.40%,579,103,17.80%,108,18.70%,Y
2021-2022,1,61200,132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,7,12,128,66,51.60%,70,54.70%,110,59,53.60%,61,55.50%,Y
2021-2022,1,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,568,143,25.20%,150,26.40%,568,143,25.20%,150,26.40%,Y
2021-2022,1,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,654,33,5.00%,41,6.30%,644,31,4.80%,39,6.10%,Y
2021-2022,1,61200,133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2295,329,14.30%,350,15.30%,2209,311,14.10%,331,15.00%,Y
2021-2022,1,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,477,131,27.50%,136,28.50%,466,129,27.70%,134,28.80%,Y
2021-2022,1,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,8,764,103,13.50%,115,15.10%,753,100,13.30%,112,14.90%,Y
2021-2022,1,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,8,863,424,49.10%,445,51.60%,863,424,49.10%,445,51.60%,Y
2021-2022,1,61200,135376,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,371,48,12.90%,49,13.20%,358,48,13.40%,49,13.70%,Y
2021-2022,1,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,512,114,22.30%,122,23.80%,498,111,22.30%,119,23.90%,Y
2021-2022,1,61200,134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,1791,351,19.60%,368,20.50%,1752,341,19.50%,358,20.40%,Y
2021-2022,1,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,346,200,57.80%,207,59.80%,346,200,57.80%,207,59.80%,Y
2021-2022,1,61200,1,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,10,25.00%,10,25.00%,38,10,26.30%,10,26.30%,Y
2021-2022,1,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,595,98,16.50%,99,16.60%,582,94,16.20%,95,16.30%,Y
2021-2022,1,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,732,59,8.10%,59,8.10%,719,57,7.90%,57,7.90%,Y
2021-2022,1,61200,130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,1,12,195,44,22.60%,45,23.10%,190,43,22.60%,44,23.20%,Y
2021-2022,1,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,896,61,6.80%,71,7.90%,896,61,6.80%,71,7.90%,Y
2021-2022,1,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,N,N/A,N/A,N,K,8,20,17,85.00%,17,85.00%,20,17,85.00%,17,85.00%,Y
2021-2022,1,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,379,197,52.00%,227,59.90%,371,192,51.80%,222,59.80%,Y
2021-2022,1,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,3,6,422,107,25.40%,118,28.00%,422,107,25.40%,118,28.00%,Y
2021-2022,1,61234,6001499,Alameda,Newark Unified,Birch Grove Primary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,360,101,28.10%,108,30.00%,337,95,28.20%,102,30.30%,Y
2021-2022,1,61234,135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,62,25,40.30%,29,46.80%,22,12,54.50%,13,59.10%,Y
2021-2022,1,61234,6001481,Alameda,Newark Unified,Coyote Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,520,236,45.40%,260,50.00%,520,236,45.40%,260,50.00%,Y
2021-2022,1,61234,130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,12,162,64,39.50%,70,43.20%,158,62,39.20%,68,43.00%,Y
2021-2022,1,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,176,91,51.70%,101,57.40%,176,91,51.70%,101,57.40%,Y
2021-2022,1,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,400,85,21.30%,92,23.00%,396,85,21.50%,92,23.20%,Y
2021-2022,1,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,372,145,39.00%,174,46.80%,361,141,39.10%,169,46.80%,Y
2021-2022,1,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,679,254,37.40%,280,41.20%,679,254,37.40%,280,41.20%,Y
2021-2022,1,61234,130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,1634,580,35.50%,632,38.70%,1602,563,35.10%,614,38.30%,Y
2021-2022,1,61234,1,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,3,42.90%,3,42.90%,5,2,40.00%,2,40.00%,Y
2021-2022,1,61242,110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,9,12,9,5,55.60%,7,77.80%,7,4,57.10%,6,85.70%,Y
2021-2022,1,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,630,240,38.10%,310,49.20%,618,238,38.50%,304,49.20%,Y
2021-2022,1,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,936,411,43.90%,518,55.30%,936,411,43.90%,518,55.30%,Y
2021-2022,1,61242,110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,147,73,49.70%,76,51.70%,100,54,54.00%,57,57.00%,Y
2021-2022,1,61242,126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,12,589,221,37.50%,262,44.50%,562,211,37.50%,252,44.80%,Y
2021-2022,1,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,617,85,13.80%,113,18.30%,600,82,13.70%,110,18.30%,Y
2021-2022,1,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,578,242,41.90%,273,47.20%,559,235,42.00%,266,47.60%,Y
2021-2022,1,61242,6001606,Alameda,New Haven Unified,Hillview Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,443,207,46.70%,260,58.70%,431,204,47.30%,254,58.90%,Y
2021-2022,1,61242,6068266,Alameda,New Haven Unified,Itliong-Vera Cruz,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,1113,317,28.50%,435,39.10%,1113,317,28.50%,435,39.10%,Y
2021-2022,1,61242,134668,Alameda,New Haven Unified,James Logan High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,3424,1064,31.10%,1336,39.00%,3342,1037,31.00%,1306,39.10%,Y
2021-2022,1,61242,1,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,3,20.00%,3,20.00%,4,1,25.00%,1,25.00%,Y
2021-2022,1,61242,6101604,Alameda,New Haven Unified,Pioneer Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,633,171,27.00%,249,39.30%,619,168,27.10%,245,39.60%,Y
2021-2022,1,61242,6001622,Alameda,New Haven Unified,Searles Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,685,325,47.40%,382,55.80%,661,315,47.70%,370,56.00%,Y
